is_single_product,model,brand,shotcount,title,price,trade_type,status,region,date,user,link,success
True,TZM-02,Techart,,【售】 天工Techart TZM-02自動轉接環,8000,sell,,新竹縣,2025-12-22,荒川客,http://market.dcview.com/post/507253,True
True,24-70F2.8,Nikon,,NIKON 24-70 F2.8 S 公司貨 LED 不顯示,35000,sell,sold,新竹市,2025-12-22,lis250,http://market.dcview.com/post/507248,True
True,24-105F4 ART,SIGMA,,SIGMA 24-105 F4 ART 公司貨,10000,sell,,新竹縣,2025-12-22,lis250,http://market.dcview.com/post/507245,True
True,Z24-200,Unknown,,Z24-200 鏡片刮痕,14000,sell,,新竹市,2025-12-22,lis250,http://market.dcview.com/post/507244,True
True,500PF,Nikon,,『徵』 Nikon 500mm F/5.6E PF ED VR 556PF,58888,buy,,台北市,2025-12-22,超鳥哥,http://market.dcview.com/post/507243,True
True,V2 Everyday Backpack,PEAK DESIGN,,全新 PEAK DESIGN V2 魔術使者隨行攝影包 6L (象牙灰),3500,sell,sold,台北市,2025-12-22,tsuhao,http://market.dcview.com/post/507238,True
True,Z6II,Nikon,23000,Z6II 水貨盒裝 快門23XXX,30000,sell,,新竹市,2025-12-22,lis250,http://market.dcview.com/post/507229,True
True,D810,Nikon,1700,NIKON D810 快門17XX,25000,sell,,新竹市,2025-12-22,lis250,http://market.dcview.com/post/507228,True
False,Z6III,Nikon,,Z6III+鏡頭,70000,buy,,新北市,2025-12-22,半吊子,http://market.dcview.com/post/507214,True
True,Z6II,Nikon,,7.NIKON Z6II Z62 (公司貨),30000,sell,,新北市,2025-12-22,keyden,http://market.dcview.com/post/507211,True
True,70-210mm F4-5.6D,Nikon,,6.NIKON AF NIKKOR 70-210mm F4-5.6D 全幅,2000,sell,,新北市,2025-12-22,keyden,http://market.dcview.com/post/507192,True
True,Z TC 2.0x,Nikon,,Nikon Z TC 2.0x 增距鏡 (可換1.4x),14000,sell,,新北市,2025-12-22,takeshii,http://market.dcview.com/post/507186,True
False,Unknown,Unknown,,高價收購相機~高價收購鏡頭~就在優酷3C,0,buy,,台北市,2025-12-21,龔小咪,http://market.dcview.com/post/507164,True
True,VILTROX 35mm F1.2,唯卓仕,,售 唯卓仕 VILTROX 35mm F1.2 LAB,18500,sell,sold,屏東縣,2025-12-21,凍先生,http://market.dcview.com/post/507159,True
True,F,Nikon,,"SIGMA DC 17-50mm 1:2.8 EX HSM, Nikon F接環 可議價",5500,sell,,台北市,2025-12-21,Winston18,http://market.dcview.com/post/507115,True
False,Unknown,Unknown,,【手工改鏡】即可拍鏡頭 For Nikon 1 卡口 適用 J系列 V系列 S系列 相機 餅乾鏡 底片感 街拍 含保固,429,sell,sold,桃園市,2025-12-21,小吳日常,http://market.dcview.com/post/507110,True
True,Z 14-30mm F4 S,Nikon,,Nikon NIKKOR Z 14-30mm F4 S 超廣角變焦鏡頭 公司貨,22500,sell,,台北市,2025-12-21,威廉R,http://market.dcview.com/post/507105,True
True,"Z50, DX 16-50mm F3.5-6.3 VR",Nikon,1515,Nikon Z50 無反相機+DX 16-50mm F3.5-6.3 VR 快門數1515,14000,sell,,台北市,2025-12-21,威廉R,http://market.dcview.com/post/507104,True
True,Z 24-120mm f4 S,Nikon,,NIKON Z 24-120mm f4 S,25000,sell,sold,台北市,2025-12-21,spat,http://market.dcview.com/post/507097,True
True,Z 180-600mm,Nikon,,Nikon Z 180-600mm 過保公司貨,39800,sell,sold,台中市,2025-12-21,jiangjianhong,http://market.dcview.com/post/507096,True
True,Z 600mm F6.3 VR S,Nikon,,Nikon Z 600mm F6.3 VR S,100000,buy,sold,高雄市,2025-12-21,menqyow,http://market.dcview.com/post/507080,True
True,EN-EL15C,Nikon,,Nikon 尼康 EN-EL15C 原廠電池 (全新),3600,sell,,桃園市,2025-12-21,Annie916,http://market.dcview.com/post/507073,True
True,D500,Nikon,,D500,22000,sell,sold,新竹縣,2025-12-21,二寶爸,http://market.dcview.com/post/507067,True
True,Z70-200F2.8S,Nikon,,Nikon Z 70-200 mm f 2.8 VR S,48000,sell,,台中市,2025-12-20,Jacson25,http://market.dcview.com/post/507042,True
True,D4,Nikon,,nikon D4,14000,sell,sold,台中市,2025-12-20,JACK小強,http://market.dcview.com/post/507033,True
True,Z50,Nikon,,Nikon Z50 16-50mm kit,15000,sell,sold,台北市,2025-12-20,HKChen524,http://market.dcview.com/post/507030,True
True,SB-700,Nikon,,二手 Nikon SB-700 閃燈 水貨,2500,sell,,台中市,2025-12-20,紅中中,http://market.dcview.com/post/507029,True
True,Z70-200F2.8,Nikon,,NIKKOR Z 70-200mm F2.8 VR S,51000,sell,sold,新北市,2025-12-20,hua273,http://market.dcview.com/post/507026,True
True,50mm f1.8 G ED,Nikon,,Nikon 50mm f1.8 G ED,3000,sell,sold,台中市,2025-12-20,JACK小強,http://market.dcview.com/post/507022,True
True,28mm f1.8 G ED,Nikon,,Nikon FX 28mm f1.8 G ED,5000,sell,,台中市,2025-12-20,JACK小強,http://market.dcview.com/post/507018,True
True,35mm f1.8 G ED,Nikon,,Nikon FX 35mm f1.8 G ED,6500,sell,,台中市,2025-12-20,JACK小強,http://market.dcview.com/post/507016,True
True,20mm F1.8 DG,Sigma,,Sigma 20mm F1.8 DG for canon,5000,sell,,台中市,2025-12-20,JACK小強,http://market.dcview.com/post/507010,True
True,70mm F2.8 DG MACRD,Sigma,,Sigma 70mm F2.8 DG MACRD for Nikon,4000,sell,,台中市,2025-12-20,JACK小強,http://market.dcview.com/post/506999,True
True,AF-S 24-70/2.8G ED,Nikon,,NIKON AF-S 24-70/2.8G ED,9000,sell,sold,台中市,2025-12-20,JACK小強,http://market.dcview.com/post/506996,True
False,Unknown,Nikon,,售 NIKON 機身及鏡頭,4500,sell,sold,新竹縣,2025-12-20,二寶爸,http://market.dcview.com/post/506995,True
True,Zf,Nikon,,Nikon Zf（銀色單機身）公司保固內,47000,sell,sold,新北市,2025-12-20,黑夜白晝,http://market.dcview.com/post/506984,True
True,B2 pro,Nextorage,,『售』超高速Nextorage 165GB B2 pro CFexpress Type B 4.0新版記憶卡(全新品),4800,sell,,新北市,2025-12-20,老鷹精,http://market.dcview.com/post/506975,True
True,28-300mm,Nikon,,Nikon AF-S NIKKOR 28-300mm F3.5-5.6 G ED VR,6500,sell,sold,台中市,2025-12-20,brian410297,http://market.dcview.com/post/506959,True
False,"D5500, 18-140",Nikon,,Nikon D5500 + 18-140 kit,4500,sell,sold,台中市,2025-12-20,KlayGunter,http://market.dcview.com/post/506958,True
True,Z24mmF1.7,Nikon,,Nikkor Z Dx 24mm f1.7,5000,buy,,台南市,2025-12-20,hikari0120,http://market.dcview.com/post/506954,True
True,F3,Nikon,,徵DF(顏色不拘),16000,buy,,台南市,2025-12-20,阿霖霖,http://market.dcview.com/post/506951,True
True,Unknown,Nikon,,台北美女瀨5206826或TG：sk38266,10000,sell,,台北市,2025-12-19,台灣美女,http://market.dcview.com/post/506935,True
True,Z 180-600mm,Nikon,,Nikon Z 180-600mm 過保公司貨,41000,sell,sold,台中市,2025-12-19,jiangjianhong,http://market.dcview.com/post/506933,True
True,500mm F8,Nikon,,Nikon Reflex-Nikkor 500mm F8 橘線版 反射鏡 定焦鏡 甜甜圈鏡頭,8000,sell,,台北市,2025-12-19,linhof888,http://market.dcview.com/post/506926,True
True,SB-800,Nikon,,Nikon SB-800 Speedlight 尼康閃光燈 SB800,2600,sell,,彰化縣,2025-12-19,kincheer,http://market.dcview.com/post/506919,True
